Hospital ID,Hospital,Year,Salaries,Employee Benefits,Salaries & Benefits,Supplies,Insurance,Professional Fees,Total Operating Expense,Total Operating Revenue,Net Patient Revenue,Other Operating Revenue,Operating Income,Net Income,Salaries & Benefits %,Insurance %,Supplies %,Professional Fees %,Salary YoY Growth,Insurance YoY Growth,Revenue YoY Growth
106420491,LOMPOC VALLEY MEDICAL CENTER,2024,51127500,20478391,71605891,25102138,1108738,12907022,158821673,156440272,154249592,2190680,-2381401,7138572,45.09,0.7,15.81,8.13,5.15,6.81,9.55
106420493,MARIAN MEDICAL CENTER,2020,174331951,74947472,249279423,105343360,3749748,14952404,605358219,635299629,618834785,16464844,29941410,102006709,41.18,0.62,17.4,2.47,,,
106420493,MARIAN MEDICAL CENTER,2021,181888896,83717592,265606488,111646002,4693463,23557823,637647824,686680638,669591813,17088825,49032814,52337821,41.65,0.74,17.51,3.69,6.55,25.17,8.09
106420493,MARIAN MEDICAL CENTER,2022,184364075,86506999,270871074,124883833,2521667,33961102,657565359,676869727,669396895,7472832,19304368,30883453,41.19,0.38,18.99,5.16,1.98,-46.27,-1.43
106420493,MARIAN MEDICAL CENTER,2023,188835453,92222978,281058431,131801505,3763536,39040206,715307959,772135037,751926404,20208633,56827078,63622888,39.29,0.53,18.43,5.46,3.76,49.25,14.07
106420493,MARIAN MEDICAL CENTER,2024,209857534,89196679,299054213,137994963,4460083,29403839,747097563,878564757,870080787,8483970,131467194,137762269,40.03,0.6,18.47,3.94,6.4,18.51,13.78
106420514,SANTA BARBARA COTTAGE HOSPITAL,2020,193786969,100188845,293975814,107617020,-103235,9849736,750272470,755133469,724892074,30241395,4860999,76523336,39.18,-0.01,14.34,1.31,,,
106420514,SANTA BARBARA COTTAGE HOSPITAL,2021,211931845,70607950,282539795,118048206,2315289,12549540,793162920,795953945,772022695,23931250,2791025,103582986,35.62,0.29,14.88,1.58,-3.89,-2342.74,5.41
106420514,SANTA BARBARA COTTAGE HOSPITAL,2022,210124307,76586067,286710374,117304058,1121888,17113041,823054049,822344937,777928901,44416036,-709112,-78958980,34.83,0.14,14.25,2.08,1.48,-51.54,3.32
106420514,SANTA BARBARA COTTAGE HOSPITAL,2023,263358299,36695393,300053692,132816225,1689777,21280465,874669746,861038472,847004352,14034120,-13631274,105338610,34.3,0.19,15.18,2.43,4.65,50.62,4.71
106420514,SANTA BARBARA COTTAGE HOSPITAL,2024,288332391,36208740,324541131,147195379,1202931,17972924,946691077,956391238,940897800,15493438,9700161,139000867,34.28,0.13,15.55,1.9,8.16,-28.81,11.07
106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2020,7186419,2368643,9555062,1610584,-29258,3542,19794316,23261546,18791372,4470174,3467230,7354420,48.27,-0.15,8.14,0.02,,,
106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2021,8103260,2151114,10254374,1917437,132209,196139,21836406,26762542,25555598,1206944,4926136,8848396,46.96,0.61,8.78,0.9,7.32,-551.87,15.05
106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2022,8704688,2100827,10805515,2018370,111276,20411,23499311,26998774,24726523,2272251,3499463,-683726,45.98,0.47,8.59,0.09,5.37,-15.83,0.88
106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2023,10057794,1556688,11614482,2170835,74772,372424,25921550,29104790,28878204,226586,3183240,8996600,44.81,0.29,8.37,1.44,7.49,-32.8,7.8
106420522,SANTA YNEZ VALLEY COTTAGE HOSPITAL,2024,10218389,1705565,11923954,2696375,0,453372,29084148,30810747,30597171,213576,1726599,7932733,41.0,0.0,9.27,1.56,2.66,-100.0,5.86
106424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,2020,0,0,0,0,0,0,8945361,2459730,2459730,0,-6485631,0,0.0,0.0,0.0,0.0,,,
106424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,2021,0,0,0,0,0,0,9592392,3614243,3614243,0,-5978149,0,0.0,0.0,0.0,0.0,,,46.94
106424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,2022,0,0,0,0,0,0,10080761,2348189,2348189,0,-7732572,0,0.0,0.0,0.0,0.0,,,-35.03
106424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,2023,0,0,0,0,0,0,11026657,3505461,3505461,0,-7521196,0,0.0,0.0,0.0,0.0,,,49.28
106424002,SANTA BARBARA PSYCHIATRIC HEALTH FACILITY,2024,0,0,0,0,0,0,12617661,3423143,3423143,0,-9194518,0,0.0,0.0,0.0,0.0,,,-2.35
106430705,REGIONAL MEDICAL CENTER OF SAN JOSE,2020,153298220,77411659,230709879,44340791,2389932,15167613,461267346,434102625,427559006,6543619,-27164721,-26495239,50.02,0.52,9.61,3.29,,,
106430705,REGIONAL MEDICAL CENTER OF SAN JOSE,2021,148717797,71146868,219864665,43385261,3448214,11051284,446088276,437846680,430555512,7291168,-8241596,-8421039,49.29,0.77,9.73,2.48,-4.7,44.28,0.86
106430705,REGIONAL MEDICAL CENTER OF SAN JOSE,2022,164934452,70096880,235031332,39536999,3900938,9237089,476282899,424660190,418515899,6144291,-51622709,-51689031,49.35,0.82,8.3,1.94,6.9,13.13,-3.01
106430705,REGIONAL MEDICAL CENTER OF SAN JOSE,2023,157151677,74217535,231369212,38184962,4678144,7806359,493532443,387435720,381022070,6413650,-106096723,-106173964,46.88,0.95,7.74,1.58,-1.56,19.92,-8.77
106430705,REGIONAL MEDICAL CENTER OF SAN JOSE,2024,127233397,70018373,197251770,24420011,2692584,7051139,509487276,369775532,365429191,4346341,-139711744,-309897047,38.72,0.53,4.79,1.38,-14.75,-42.44,-4.56
106430763,EL CAMINO HEALTH,2020,403719166,114582763,518301929,149601805,1325534,16567298,884409271,972108388,957948442,14159946,87699117,144521330,58.6,0.15,16.92,1.87,,,
106430763,EL CAMINO HEALTH,2021,444542461,105722014,550264475,167182037,1303116,13890028,956369633,1081166305,1070550434,10615871,124796672,362651645,57.54,0.14,17.48,1.45,6.17,-1.69,11.22
106430763,EL CAMINO HEALTH,2022,475407481,123292459,598699940,207637900,1783345,44172718,1069017254,1283083054,1273071043,10012011,214065800,73283459,56.0,0.17,19.42,4.13,8.8,36.85,18.68
106430763,EL CAMINO HEALTH,2023,545419820,143167298,688587118,232910374,496488,34765942,1177959322,1357460047,1342847654,14612393,179500725,315951240,58.46,0.04,19.77,2.95,15.01,-72.16,5.8
106430763,EL CAMINO HEALTH,2024,496479080,230825404,727304484,204387783,1305710,23206681,1277873255,1453151337,1433256101,19895236,175278082,345406770,56.92,0.1,15.99,1.82,5.62,162.99,7.05
106430779,GOOD SAMARITAN HOSPITAL - SAN JOSE,2020,187170761,99597965,286768726,66891298,2996494,35227533,528795355,615011086,610297288,4713798,86215731,88379629,54.23,0.57,12.65,6.66,,,
106430779,GOOD SAMARITAN HOSPITAL - SAN JOSE,2021,192817576,97469431,290287007,63916737,2505381,40496655,533623569,637812372,634517315,3295057,104188803,137062194,54.4,0.47,11.98,7.59,1.23,-16.39,3.71
106430779,GOOD SAMARITAN HOSPITAL - SAN JOSE,2022,218305730,94756289,313062019,63087695,2965206,41597500,562044818,640070683,635738429,4332254,78025865,96832449,55.7,0.53,11.22,7.4,7.85,18.35,0.35
106430779,GOOD SAMARITAN HOSPITAL - SAN JOSE,2023,233636117,107972161,341608278,64365352,4134060,34910427,590379703,662685362,658561549,4123813,72305659,119037296,57.86,0.7,10.9,5.91,9.12,39.42,3.53
106430779,GOOD SAMARITAN HOSPITAL - SAN JOSE,2024,247142493,115998492,363140985,84116022,4445216,24968540,671015282,776170211,771681332,4488879,105154929,154905487,54.12,0.66,12.54,3.72,6.3,7.53,17.12
106430883,SANTA CLARA VALLEY MEDICAL CENTER,2020,833332409,547006422,1380338831,242087752,10513215,124750476,2253051177,2305256031,2050764504,254491527,52204854,157009169,61.27,0.47,10.74,5.54,,,
106430883,SANTA CLARA VALLEY MEDICAL CENTER,2021,971658847,608855083,1580513930,309044691,7236317,84081298,2626504335,1991286406,1829522564,161763842,-635217929,-380374700,60.18,0.28,11.77,3.2,14.5,-31.17,-13.62
106430883,SANTA CLARA VALLEY MEDICAL CENTER,2022,1013294906,661479867,1674774773,332368695,10340891,145838013,2830618632,2617419011,2420026871,197392140,-213199621,83303517,59.17,0.37,11.74,5.15,5.96,42.9,31.44
106430883,SANTA CLARA VALLEY MEDICAL CENTER,2023,1163581484,736339039,1899920523,357330858,6690865,177763835,3211892822,2765858041,2664034132,101823909,-446034781,135083005,59.15,0.21,11.13,5.53,13.44,-35.3,5.67
106430883,SANTA CLARA VALLEY MEDICAL CENTER,2024,1257804703,784934910,2042739613,396889715,8876941,73865178,3361562745,2833991717,2794422709,39569008,-527571028,30026067,60.77,0.26,11.81,2.2,7.52,32.67,2.46
106430905,STANFORD HEALTH CARE,2020,1518557768,465823046,1984380814,734220016,22740140,114823865,4676806258,4778766311,4587645476,191120835,101960053,280240401,42.43,0.49,15.7,2.46,,,
106430905,STANFORD HEALTH CARE,2021,1708822423,551867659,2260690082,870461858,22168406,121726078,5179559981,5908646916,5419525582,489121334,729086935,1636941249,43.65,0.43,16.81,2.35,13.92,-2.51,23.64
106430905,STANFORD HEALTH CARE,2022,1908558443,613866174,2522424617,913764715,40052933,410361168,5906245632,6488770343,6182309979,306460364,582524711,450558312,42.71,0.68,15.47,6.95,11.58,80.68,9.82
106430905,STANFORD HEALTH CARE,2023,2158618416,704391141,2863009557,1057922402,41566857,242307723,6386568314,6861968979,6719548854,142420125,475400665,808452386,44.83,0.65,16.56,3.79,13.5,3.78,5.75
106430905,STANFORD HEALTH CARE,2024,2426667880,792108083,3218775963,1215987001,42263853,181349470,7233271684,7868756005,7778059667,90696338,635484321,1054860348,44.5,0.58,16.81,2.51,12.43,1.68,14.67
106431506,KAISER FOUNDATION HOSPITAL - SAN JOSE,2020,0,0,0,0,557226,0,0,0,0,0,0,0,,,,,,,
106431506,KAISER FOUNDATION HOSPITAL - SAN JOSE,2021,154415987,68937429,223353416,48922046,625211,12686027,595954893,661628148,597161092,64467056,65673255,65947660,37.48,0.1,8.21,2.13,,12.2,
106431506,KAISER FOUNDATION HOSPITAL - SAN JOSE,2022,159281093,68141623,227422716,50153037,617801,21398813,606645240,655539072,586174754,69364318,48893832,48652369,37.49,0.1,8.27,3.53,1.82,-1.19,-0.92
106431506,KAISER FOUNDATION HOSPITAL - SAN JOSE,2023,173287195,60645995,233933190,51987447,869604,17425944,632122310,696348478,621736849,74611629,64226168,64505565,37.01,0.14,8.22,2.76,2.86,40.76,6.23
106431506,KAISER FOUNDATION HOSPITAL - SAN JOSE,2024,188312264,69679367,257991631,54351368,381334,10795746,692743097,811352518,717419319,93933199,118609421,118944660,37.24,0.06,7.85,1.56,10.28,-56.15,16.52
106434032,SAN JOSE BEHAVIORAL HEALTH,2020,13452565,3315268,16767833,832531,211788,3394596,32277939,42798487,42798487,0,10520548,10520665,51.95,0.66,2.58,10.52,,,
106434032,SAN JOSE BEHAVIORAL HEALTH,2021,13953722,4055768,18009490,948209,219201,3690408,35073681,45888544,45888544,0,10814863,10815238,51.35,0.62,2.7,10.52,7.4,3.5,7.22
106434032,SAN JOSE BEHAVIORAL HEALTH,2022,15450139,4097850,19547989,933940,271765,3339153,35152330,45446336,45446336,0,10294006,10295425,55.61,0.77,2.66,9.5,8.54,23.98,-0.96
106434032,SAN JOSE BEHAVIORAL HEALTH,2023,18308757,5185121,23493878,1056974,404503,4206866,45381110,58931790,58931790,0,13550680,13550830,51.77,0.89,2.33,9.27,20.19,48.84,29.67
106434032,SAN JOSE BEHAVIORAL HEALTH,2024,29286293,4072921,33359214,2422951,464020,0,59005167,86194360,86194089,271,27189193,27189185,56.54,0.79,4.11,0.0,41.99,14.71,46.26
106434040,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANFORD,2020,546159439,292247311,838406750,158376965,3807476,56256099,1838985612,1907550768,1790984117,116566651,68565156,91077620,45.59,0.21,8.61,3.06,,,
106434040,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANFORD,2021,614012508,324440250,938452758,186902880,3866609,39338557,1991331359,2096971217,2035354595,61616622,105639858,252172291,47.13,0.19,9.39,1.98,11.93,1.55,9.93
106434040,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANFORD,2022,638331130,366723898,1005055028,197352364,8546589,109390998,2154081923,2190691878,2127849835,62842043,36609955,-3386407,46.66,0.4,9.16,5.08,7.1,121.04,4.47
106434040,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANFORD,2023,730040758,410208068,1140248826,227582882,6567569,103412771,2366530641,2468416633,2392709163,75707470,101885992,113200550,48.18,0.28,9.62,4.37,13.45,-23.16,12.68
106434040,LUCILE SALTER PACKARD CHILDREN'S HOSPITAL AT STANFORD,2024,798877764,446235557,1245113321,264942754,8477251,80383525,2578578529,2677648193,2604252589,73395604,99069664,156061632,48.29,0.33,10.27,3.12,9.2,29.08,8.48
106434051,CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CA - PEDIATRIC HOSPITAL,2020,6412540,1453120,7865660,959654,72279,0,11195472,12266616,11852825,413791,1071144,1071144,70.26,0.65,8.57,0.0,,,
106434051,CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CA - PEDIATRIC HOSPITAL,2021,6711341,1414285,8125626,1027952,137089,0,11388649,11796773,11754578,42195,408124,1641787,71.35,1.2,9.03,0.0,3.31,89.67,-3.83
106434051,CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CA - PEDIATRIC HOSPITAL,2022,6375872,1434790,7810662,1051279,130159,0,12460780,11516740,11409873,106867,-944040,-964371,62.68,1.04,8.44,0.0,-3.88,-5.06,-2.37
106434051,CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CA - PEDIATRIC HOSPITAL,2023,6722002,1433086,8155088,1023851,118081,0,12081846,12564672,12511512,53160,482826,367827,67.5,0.98,8.47,0.0,4.41,-9.28,9.1
106434051,CHILDREN'S HEALTHCARE ORGANIZATION OF NORTHERN CA - PEDIATRIC HOSPITAL,2024,7565076,1805217,9370293,1413814,107999,0,12855529,16347785,16296585,51200,3492256,3431027,72.89,0.84,11.0,0.0,14.9,-8.54,30.11
106434153,KAISER FOUNDATION HOSPITAL - SANTA CLARA,2020,0,0,0,0,1398277,0,0,0,0,0,0,0,,,,,,,
106434153,KAISER FOUNDATION HOSPITAL - SANTA CLARA,2021,300786332,133224467,434010799,105380703,1839227,28025370,1117917843,1162921508,1056185583,106735925,45003665,45053418,38.82,0.16,9.43,2.51,,31.54,
106434153,KAISER FOUNDATION HOSPITAL - SANTA CLARA,2022,308013660,131864387,439878047,107491892,1384239,65460571,1125545549,1334856640,1232536435,102320205,209311091,209517046,39.08,0.12,9.55,5.82,1.35,-24.74,14.78
106434153,KAISER FOUNDATION HOSPITAL - SANTA CLARA,2023,331527933,115835755,447363688,117403821,2583880,59518558,1172214796,1402902664,1296751732,106150932,230687868,231096595,38.16,0.22,10.02,5.08,1.7,86.66,5.1
106434153,KAISER FOUNDATION HOSPITAL - SANTA CLARA,2024,365999352,135511867,501511219,125956098,979692,37841958,1301420488,1650141289,1496098545,154042744,348720801,348535767,38.54,0.08,9.68,2.91,12.1,-62.08,17.62
106434218,KAISER PERMANENTE PHF - SANTA CLARA,2020,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,
106434218,KAISER PERMANENTE PHF - SANTA CLARA,2021,7731045,3350249,11081294,564217,0,250951,13564715,14876654,14864101,12553,1311939,1311939,81.69,0.0,4.16,1.85,,,
106434218,KAISER PERMANENTE PHF - SANTA CLARA,2022,7605741,3040256,10645997,546607,0,536056,14181445,10197533,10182944,14589,-3983912,-3983912,75.07,0.0,3.85,3.78,-3.93,,-31.45
106434218,KAISER PERMANENTE PHF - SANTA CLARA,2023,8361350,2752890,11114240,546988,0,676308,18443237,15627796,15612107,15689,-2815441,-2815441,60.26,0.0,2.97,3.67,4.4,,53.25
106434218,KAISER PERMANENTE PHF - SANTA CLARA,2024,8906385,3115170,12021555,867048,0,485360,20949075,18463333,18449472,13861,-2485742,-2485742,57.38,0.0,4.14,2.32,8.16,,18.14
106434220,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - SAN JOSE,2020,1977632,696493,2674125,163034,56459,91149,5034475,6059934,5036203,1023731,1025459,1025459,53.12,1.12,3.24,1.81,,,
106434220,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - SAN JOSE,2021,2052944,678006,2730950,190747,49284,42713,4841358,6330904,5305472,1025432,1489546,1489546,56.41,1.02,3.94,0.88,2.12,-12.71,4.47
106434220,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - SAN JOSE,2022,2265141,690536,2955677,184859,15670,101845,5406345,6481111,5008881,1472230,1074766,1074766,54.67,0.29,3.42,1.88,8.23,-68.2,2.37
106434220,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - SAN JOSE,2023,2134282,662961,2797243,161326,16587,98449,5766079,6711025,5642949,1068076,944946,944946,48.51,0.29,2.8,1.71,-5.36,5.85,3.55
106434220,CRESTWOOD PSYCHIATRIC HEALTH FACILITY - SAN JOSE,2024,2405437,763652,3169089,193994,16921,3716,5869020,6990448,5835624,1154824,1121428,1121428,54.0,0.29,3.31,0.06,13.29,2.01,4.16
106440755,DOMINICAN HOSPITAL,2020,138289413,83769904,222059317,51551791,1389064,9889635,415592186,466248477,454997679,11250798,50656291,166779025,53.43,0.33,12.4,2.38,,,
106440755,DOMINICAN HOSPITAL,2021,143360589,91080086,234440675,54549846,1944865,7700388,430157913,461738064,454315162,7422902,31580151,175696105,54.5,0.45,12.68,1.79,5.58,40.01,-0.97
106440755,DOMINICAN HOSPITAL,2022,151127195,89087380,240214575,54047707,1011948,10585351,425122456,470004434,465674997,4329437,44881978,29366764,56.5,0.24,12.71,2.49,2.46,-47.97,1.79
106440755,DOMINICAN HOSPITAL,2023,156524151,93440965,249965116,56376015,1866210,19978924,463996351,514810874,499020566,15790308,50814523,74716220,53.87,0.4,12.15,4.31,4.06,84.42,9.53
106440755,DOMINICAN HOSPITAL,2024,161149775,91471293,252621068,57364199,1776898,18393543,495125869,534438308,529233685,5204623,39312439,116748755,51.02,0.36,11.59,3.71,1.06,-4.79,3.81
106444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,2020,24533977,14589621,39123598,13260196,585412,386317,74183318,82901632,78274898,4626734,8718314,9062235,52.74,0.79,17.87,0.52,,,
106444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,2021,24053780,14015644,38069424,15530619,581855,747000,77179326,87696629,86852103,844526,10517303,14250957,49.33,0.75,20.12,0.97,-2.69,-0.61,5.78
106444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,2022,25504097,15532319,41036416,15322485,561233,1691413,79164915,91614239,90547430,1066809,12449324,11369568,51.84,0.71,19.36,2.14,7.79,-3.54,4.47
106444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,2023,27465934,14885484,42351418,16035785,561098,1200360,87234457,91415779,90946456,469323,4181322,7335790,48.55,0.64,18.38,1.38,3.2,-0.02,-0.22
106444012,SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ,2024,27367618,14814187,42181805,15929864,494332,470725,89498691,93545608,93115224,430384,4046917,6166821,47.13,0.55,17.8,0.53,-0.4,-11.9,2.33
106444013,WATSONVILLE COMMUNITY HOSPITAL,2020,56848341,16242436,73090777,9622610,570374,9628591,136085590,115219298,114672694,546604,-20866292,-17924010,53.71,0.42,7.07,7.08,,,
106444013,WATSONVILLE COMMUNITY HOSPITAL,2021,58397262,17891591,76288853,12477435,573901,14792024,152103530,119781481,119621095,160386,-32322049,-29866611,50.16,0.38,8.2,9.72,4.38,0.62,3.96
106444013,WATSONVILLE COMMUNITY HOSPITAL,2023,67179434,20894758,88074192,8201283,569845,8607433,138136103,128466062,126626179,1839883,-9670041,-6323157,63.76,0.41,5.94,6.23,15.45,-0.71,7.25
106444013,WATSONVILLE COMMUNITY HOSPITAL,2024,59263929,28329689,87593618,11783612,540125,5307280,144694162,127175723,122578837,4596886,-17518439,-13728695,60.54,0.37,8.14,3.67,-0.55,-5.22,-1.0
106444029,TELECARE SANTA CRUZ - PHF,2020,2824584,829974,3654558,236195,50534,1844476,7901690,7631432,7631432,0,-270258,-270258,46.25,0.64,2.99,23.34,,,
106444029,TELECARE SANTA CRUZ - PHF,2021,2792353,851649,3644002,219979,50770,1322212,7341435,7740100,7740100,0,398665,398665,49.64,0.69,3.0,18.01,-0.29,0.47,1.42
106444029,TELECARE SANTA CRUZ - PHF,2022,2686976,615690,3302666,260178,51255,1251696,8685852,7989628,7989628,0,-696224,-696224,38.02,0.59,3.0,14.41,-9.37,0.96,3.22
106444029,TELECARE SANTA CRUZ - PHF,2023,2980881,677684,3658565,290870,53755,1299509,8879332,9460882,9460717,165,581550,581550,41.2,0.61,3.28,14.64,10.78,4.88,18.41
106444029,TELECARE SANTA CRUZ - PHF,2024,3735190,826515,4561705,366316,59312,1482554,9278970,9851870,9851858,12,572900,572900,49.16,0.64,3.95,15.98,24.69,10.34,4.13
106450936,MAYERS MEMORIAL HOSPITAL,2020,12232648,3139499,15372147,4190452,161196,190741,30772694,35650171,33089762,2560409,4877477,8622882,49.95,0.52,13.62,0.62,,,
106450936,MAYERS MEMORIAL HOSPITAL,2021,14497265,3861742,18359007,4212934,173205,176717,33953628,33639113,33184044,455069,-314515,4974174,54.07,0.51,12.41,0.52,19.43,7.45,-5.64
106450936,MAYERS MEMORIAL HOSPITAL,2022,15474513,4012788,19487301,5754111,195941,4158286,41447304,36488603,36405185,83418,-4958701,261088,47.02,0.47,13.88,10.03,6.15,13.13,8.47
106450936,MAYERS MEMORIAL HOSPITAL,2023,17516681,4458070,21974751,6206833,291206,6773308,44561378,43231953,43012593,219360,-1329425,4280450,49.31,0.65,13.93,15.2,12.76,48.62,18.48
106450936,MAYERS MEMORIAL HOSPITAL,2024,21701278,4853537,26554815,7825225,394900,6391122,51022395,53989252,53660323,328929,2966857,9108511,52.05,0.77,15.34,12.53,20.84,35.61,24.88
106450940,SHASTA REGIONAL MEDICAL CENTER,2020,57599079,23272638,80871717,24457980,598177,3595606,166845591,170074370,155216380,14857990,3228779,2989997,48.47,0.36,14.66,2.16,,,
106450940,SHASTA REGIONAL MEDICAL CENTER,2021,52808585,21807805,74616390,27332635,729337,8752431,171842719,178296512,166149112,12147400,6453793,6274846,43.42,0.42,15.91,5.09,-7.73,21.93,4.83
106450940,SHASTA REGIONAL MEDICAL CENTER,2022,51173999,22451660,73625659,26130479,833922,11521036,169903334,164198836,162424092,1774744,-5704498,-5861748,43.33,0.49,15.38,6.78,-1.33,14.34,-7.91
106450940,SHASTA REGIONAL MEDICAL CENTER,2023,59454236,18465897,77920133,25635728,1034053,7460606,166030190,157330876,155620855,1710021,-8699314,-8647494,46.93,0.62,15.44,4.49,5.83,24.0,-4.18
106450940,SHASTA REGIONAL MEDICAL CENTER,2024,65747252,18118255,83865507,27621179,885049,0,184509148,169479900,168094562,1385338,-15029248,-15149133,45.45,0.48,14.97,0.0,7.63,-14.41,7.72
106450949,MERCY MEDICAL CENTER - REDDING,2020,145050825,87034410,232085235,93474110,2688346,11702937,491630591,539584199,528282130,11302069,47953608,130531503,47.21,0.55,19.01,2.38,,,
106450949,MERCY MEDICAL CENTER - REDDING,2021,157087298,92886947,249974245,96778288,4045372,19683040,524878165,548485793,541114861,7370932,23607628,240219660,47.63,0.77,18.44,3.75,7.71,50.48,1.65
106450949,MERCY MEDICAL CENTER - REDDING,2022,163526748,93923427,257450175,101965578,2221119,37632007,543435461,560448444,548459075,11989369,17012983,-11345116,47.37,0.41,18.76,6.92,2.99,-45.09,2.18
106450949,MERCY MEDICAL CENTER - REDDING,2023,172182121,98999620,271181741,102709763,3559140,20678302,567736579,604938256,588461804,16476452,37201677,78001052,47.77,0.63,18.09,3.64,5.33,60.24,7.94
106450949,MERCY MEDICAL CENTER - REDDING,2024,180638340,93695499,274333839,105082823,3500058,21703219,602177277,678059956,674194818,3865138,75882679,187063433,45.56,0.58,17.45,3.6,1.16,-1.66,12.09
106454012,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,2020,14349325,3542685,17892010,3065574,308327,0,32509483,38604822,38284778,320044,6095339,6095339,55.04,0.95,9.43,0.0,,,
106454012,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,2021,14957035,3873122,18830157,2627078,231088,0,34434497,41194615,39953161,1241454,6760118,6760118,54.68,0.67,7.63,0.0,5.24,-25.05,6.71
106454012,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,2022,17620847,3525740,21146587,3082331,254604,0,40671489,43811613,43289466,522147,3140124,6378324,51.99,0.63,7.58,0.0,12.3,10.18,6.35
106454012,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,2023,19256435,3833820,23090255,3490690,322506,0,42411221,48323675,48184470,139205,5912454,6172622,54.44,0.76,8.23,0.0,9.19,26.67,10.3
106454012,VIBRA HOSPITAL OF NORTHERN CALIFORNIA,2024,20101475,3608539,23710014,3433095,273798,0,43365968,48242140,48054703,187437,4876172,4876172,54.67,0.63,7.92,0.0,2.68,-15.1,-0.17
106454013,PATIENTS' HOSPITAL OF REDDING,2020,2414677,944212,3358889,981212,54185,0,5303141,5702197,4872415,829782,399056,409786,63.34,1.02,18.5,0.0,,,
106454013,PATIENTS' HOSPITAL OF REDDING,2021,2483128,980689,3463817,1253513,68077,0,5926584,5750749,3964665,1786084,-175835,-175700,58.45,1.15,21.15,0.0,3.12,25.64,0.85
106454013,PATIENTS' HOSPITAL OF REDDING,2024,4347267,1313419,5660686,4262429,123459,0,13507038,9575402,9544367,31035,-3931636,-3931102,41.91,0.91,31.56,0.0,63.42,81.35,66.51
106454068,RESTPADD PSYCHIATRIC HEALTH FACILITY,2020,2778540,438919,3217459,69220,0,32559,4548823,4836690,4836690,0,287867,665293,70.73,0.0,1.52,0.72,,,
106454068,RESTPADD PSYCHIATRIC HEALTH FACILITY,2021,2412759,464543,2877302,46791,22563,17807,4075081,4604390,4604390,0,529309,525844,70.61,0.55,1.15,0.44,-10.57,,-4.8
106454068,RESTPADD PSYCHIATRIC HEALTH FACILITY,2022,2606488,789048,3395536,51220,29292,75648,4627666,5057864,5057864,0,430198,1527186,73.37,0.63,1.11,1.63,18.01,29.82,9.85
106454068,RESTPADD PSYCHIATRIC HEALTH FACILITY,2023,3129777,1082489,4212266,185302,32635,67727,5557326,5818471,5818471,0,261145,378559,75.8,0.59,3.33,1.22,24.05,11.41,15.04
106454068,RESTPADD PSYCHIATRIC HEALTH FACILITY,2024,2729370,1608818,4338188,271822,29849,60489,5685135,6121726,6121726,0,436591,635331,76.31,0.53,4.78,1.06,2.99,-8.54,5.21
106470871,MERCY MEDICAL CENTER - MT. SHASTA,2020,21183425,12857075,34040500,7053492,319110,1221634,62769340,65368631,61940571,3428060,2599291,11335013,54.23,0.51,11.24,1.95,,,
106470871,MERCY MEDICAL CENTER - MT. SHASTA,2021,23485769,13962015,37447784,7689506,614072,1936154,66920575,72658687,69259680,3399007,5738112,10746960,55.96,0.92,11.49,2.89,10.01,92.43,11.15
106470871,MERCY MEDICAL CENTER - MT. SHASTA,2022,23844132,13725967,37570099,7049574,367599,4988714,68955665,72044069,69098078,2945991,3088404,3481757,54.48,0.53,10.22,7.23,0.33,-40.14,-0.85
106470871,MERCY MEDICAL CENTER - MT. SHASTA,2023,24047419,15094358,39141777,6649667,606492,4514100,71355247,67236561,65412905,1823656,-4118686,-2522335,54.85,0.85,9.32,6.33,4.18,64.99,-6.67
